Movie_id,Movie_name,Movie_rating,watch_count,adventure,animation,children,comedy,fantasy,romance,drama,action,crime,thriller,horror,mystery,sci-fi,imax,documentary,war,musical,western,film-noir,(no genres listed)
26,othello (1995),3.6,2755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,now and then (1995),3.4,1642,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,persuasion (1995),4.1,3154,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"city of lost children, the (cité des enfants perdus, la) (1995)",4,8520,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
30,shanghai triad (yao a yao yao dao waipo qiao) (1995),3.6,1281,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
31,dangerous minds (1995),3.3,9435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,twelve monkeys (a.k.a. 12 monkeys) (1995),3.9,44980,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
33,wings of courage (1995),3,65,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,babe (1995),3.6,32255,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,carrington (1995),3.5,1493,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,dead man walking (1995),3.9,20809,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
37,across the sea of time (1995),3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38,it takes two (1995),2.9,552,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,clueless (1995),3.4,26254,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"cry, the beloved country (1995)",3.6,886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,richard iii (1995),3.9,4689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
42,dead presidents (1995),3.1,2467,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
43,restoration (1995),3.5,2552,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,mortal kombat (1995),2.7,10697,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,to die for (1995),3.4,8933,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46,how to make an american quilt (1995),3.3,3205,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,seven (a.k.a. se7en) (1995),4.1,43249,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
48,pocahontas (1995),2.9,13046,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49,when night is falling (1995),3.6,236,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"usual suspects, the (1995)",4.3,47006,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
51,guardian angel (1994),2.6,27,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
52,mighty aphrodite (1995),3.5,9320,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,lamerica (1994),3.7,150,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"big green, the (1995)",2.9,956,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,georgia (1995),3.2,939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,kids of the round table (1995),1.9,70,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,home for the holidays (1995),3.3,2439,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"postman, the (postino, il) (1994)",4,11549,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"confessional, the (confessionnal, le) (1995)",3.6,191,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
60,"indian in the cupboard, the (1995)",3.1,6313,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,eye for an eye (1996),3.3,2281,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
62,mr. holland's opus (1995),3.7,19381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,don't be a menace to south central while drinking your juice in the hood (1996),3.1,2334,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,two if by sea (1996),2.8,2086,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,bio-dome (1996),2.4,4864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,lawnmower man 2: beyond cyberspace (1996),2.1,2371,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
67,two bits (1995),3.4,170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,french twist (gazon maudit) (1995),3.4,1238,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,friday (1995),3.6,4288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,from dusk till dawn (1996),3.3,12712,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
71,fair game (1995),2.4,1295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,kicking and screaming (1995),3.5,1230,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"misérables, les (1995)",3.8,2955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
74,bed of roses (1996),3.3,3514,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,big bully (1996),2.5,558,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76,screamers (1995),3,3380,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
77,nico icon (1995),3.4,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,"crossing guard, the (1995)",3.2,1226,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
79,"juror, the (1996)",3.1,5535,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
80,"white balloon, the (badkonake sefid) (1995)",3.7,575,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,things to do in denver when you're dead (1995),3.3,3209,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
82,antonia's line (antonia) (1995),4,2538,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,once upon a time... when we were colored (1995),3.7,594,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,last summer in the hamptons (1995),3.4,158,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,angels and insects (1995),3.5,2714,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,white squall (1996),3.5,4308,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
87,dunston checks in (1996),2.4,976,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,black sheep (1996),3.1,4864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,nick of time (1995),3.1,3247,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
90,"journey of august king, the (1995)",3.4,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,mary reilly (1996),2.9,2303,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
93,vampire in brooklyn (1995),2.5,1966,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94,beautiful girls (1996),3.5,4030,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,broken arrow (1996),3.1,22104,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
96,in the bleak midwinter (1995),3.7,483,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"hate (haine, la) (1995)",4,1963,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
98,shopping (1994),2.5,81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
99,heidi fleiss: hollywood madam (1995),3.1,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,city hall (1996),3.2,4115,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
101,bottle rocket (1996),3.8,4298,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,mr. wrong (1996),2.4,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,unforgettable (1996),3.3,1133,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
104,happy gilmore (1996),3.4,17915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"bridges of madison county, the (1995)",3.3,9620,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,nobody loves me (keiner liebt mich) (1994),3.4,134,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,muppet treasure island (1996),3.2,6376,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108,catwalk (1996),3.1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,headless body in topless bar (1995),2.1,16,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,braveheart (1995),4,53769,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
111,taxi driver (1976),4.1,24481,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
112,rumble in the bronx (hont faan kui) (1995),3.4,11890,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
113,before and after (1996),3.1,1089,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
114,margaret's museum (1995),3.6,247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"happiness is in the field (bonheur est dans le pré, le) (1995)",3.4,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,anne frank remembered (1995),3.9,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117,"young poisoner's handbook, the (1995)",3.6,1264,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
118,if lucy fell (1996),3,1136,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"steal big, steal little (1995)",2.8,264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,race the sun (1996),2.9,147,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"boys of st. vincent, the (1992)",3.8,837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,boomerang (1992),2.9,3888,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,chungking express (chung hing sam lam) (1994),4,2309,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
124,"star maker, the (uomo delle stelle, l') (1995)",3.5,319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,flirting with disaster (1996),3.8,3518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"neverending story iii, the (1994)",2.3,1376,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"silences of the palace, the (saimt el qusur) (1994)",3.3,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,jupiter's wife (1994),3.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,pie in the sky (1996),3.2,190,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,angela (1995),3.1,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131,frankie starlight (1995),3.3,194,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,jade (1995),2.8,2123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133,nueba yol (1995),2.6,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,sonic outlaws (1995),3.7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,down periscope (1996),3,6305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,from the journals of jean seberg (1995),3.5,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
137,man of the year (1995),3.3,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138,"neon bible, the (1995)",3.3,137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,target (1995),3.1,41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
140,up close and personal (1996),3.3,5073,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"birdcage, the (1996)",3.5,22020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,shadows (cienie) (1988),3.1,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,gospa (1995),2.1,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144,"brothers mcmullen, the (1995)",3.5,4505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,bad boys (1995),3.3,11975,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
146,"amazing panda adventure, the (1995)",2.9,580,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"basketball diaries, the (1995)",3.6,4118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"awfully big adventure, an (1995)",2.9,357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,amateur (1994),3.7,1091,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
150,apollo 13 (1995),3.9,47777,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
151,rob roy (1995),3.5,12616,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
152,"addiction, the (1995)",3.1,651,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
153,batman forever (1995),2.9,32867,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
154,beauty of the day (belle de jour) (1967),3.8,3010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,beyond rangoon (1995),3.4,1276,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
156,blue in the face (1995),3.5,1663,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,canadian bacon (1995),2.8,2596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158,casper (1995),2.9,12625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,clockers (1995),3.4,2366,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
160,congo (1995),2.6,14965,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
161,crimson tide (1995),3.7,23628,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
162,crumb (1994),4,5995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,desperado (1995),3.4,14321,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
164,devil in a blue dress (1995),3.5,4435,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
165,die hard: with a vengeance (1995),3.5,33940,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
166,"doom generation, the (1995)",2.8,650,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
167,feast of july (1995),3.2,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,first knight (1995),3.1,12084,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
169,free willy 2: the adventure home (1995),2.3,3358,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,hackers (1995),3.2,7875,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
171,jeffrey (1995),3.6,1427,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,johnny mnemonic (1995),2.7,12706,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
173,judge dredd (1995),2.5,14993,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
174,jury duty (1995),2.5,2124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,kids (1995),3.5,4801,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,living in oblivion (1995),3.9,2363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,lord of illusions (1995),2.9,2314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
178,love & human remains (1993),3.4,500,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,mad love (1995),2.8,1229,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,mallrats (1995),3.6,8400,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,mighty morphin power rangers: the movie (1995),1.9,2655,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,moonlight and valentino (1995),3.1,697,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
183,mute witness (1994),3.4,614,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
184,nadja (1994),3.1,328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185,"net, the (1995)",3.1,24618,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
186,nine months (1995),2.9,11222,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,party girl (1995),3.5,943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"prophecy, the (1995)",3.3,2498,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
189,reckless (1995),3,336,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,safe (1995),3.6,960,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
191,"scarlet letter, the (1995)",2.7,1664,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"show, the (1995)",3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
193,showgirls (1995),2.2,7464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
194,smoke (1995),3.8,5937,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
195,something to talk about (1995),3.1,3242,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
196,species (1995),2.9,13628,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
197,"stars fell on henrietta, the (1995)",3.1,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,strange days (1995),3.4,9143,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
199,"umbrellas of cherbourg, the (parapluies de cherbourg, les) (1964)",3.8,1516,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
200,"tie that binds, the (1995)",2.8,339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
201,three wishes (1995),3,365,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,total eclipse (1995),3,389,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"to wong foo, thanks for everything! julie newmar (1995)",3.1,5429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,under siege 2: dark territory (1995),2.9,8335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205,unstrung heroes (1995),3.5,1355,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
206,unzipped (1995),3.5,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
207,"walk in the clouds, a (1995)",3.4,5414,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,waterworld (1995),2.9,27775,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
209,white man's burden (1995),2.8,745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,wild bill (1995),2.9,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,"browning version, the (1994)",3.6,579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,bushwhacked (1995),2.6,447,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
213,burnt by the sun (utomlyonnye solntsem) (1994),4,1872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
214,before the rain (pred dozhdot) (1994),4,942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
215,before sunrise (1995),3.8,5348,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
216,billy madison (1995),3.3,8547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"babysitter, the (1995)",2.7,1014,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
218,boys on the side (1995),3.3,4248,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,"cure, the (1995)",3.6,633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,castle freak (1995),2.4,275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222,circle of friends (1995),3.5,5968,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,clerks (1994),3.9,23695,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,don juan demarco (1995),3.4,8581,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,disclosure (1994),3.3,12662,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
226,dream man (1995),2.8,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227,drop zone (1994),3.1,4640,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
228,destiny turns on the radio (1995),2.7,475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,death and the maiden (1994),3.6,2428,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
230,dolores claiborne (1995),3.6,7284,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
231,dumb & dumber (dumb and dumber) (1994),3,32085,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,eat drink man woman (yin shi nan nu) (1994),4,6150,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,exotica (1994),3.5,3478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
234,exit to eden (1994),2.7,3269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
